Enrollment_Method,App_Source,Payment_Method,Replacement_Indicator,Final_Status,Status,Gender,Issue_Age,Age_Group,Marital_Status,Employment,Face_Amount,Earn,Earnings_Range,Business_Bene,Child_Bene,Other_Bene,OthFamily_Bene,Spouse_Bene
P,Direct,ETRANS,0,Complete,1,M,35,30-39,MARRIED,ACTIVE,1200000,96000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,39,30-39,SINGLE,ACTIVE,500000,96000,80-100,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,M,33,30-39,SINGLE,ACTIVE,750000,96000,80-100,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,F,57,50-59,DIVORCED,ACTIVE,100000,96300,80-100,0,0,1,0,0
P,Direct,ETRANS,0,Complete,1,F,36,30-39,SINGLE,ACTIVE,500000,96316,80-100,0,0,0,1,0
P,Agent,ETRANS,1,Complete,1,F,57,50-59,DIVORCED,ACTIVE,400000,97000,80-100,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,M,38,30-39,MARRIED,ACTIVE,250000,97000,80-100,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,F,59,50-59,MARRIED,ACTIVE,250000,97000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,64,60-69,MARRIED,RETIRED,250000,97000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,350000,97000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,350000,97000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,43,40-49,MARRIED,ACTIVE,450000,97000,80-100,0,0,0,1,1
P,Agent,ETRANS,0,Complete,1,M,44,40-49,MARRIED,ACTIVE,500000,97000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,34,30-39,MARRIED,ACTIVE,500000,97000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,63,60-69,MARRIED,RETIRED,500000,97000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,500000,97000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,550000,97000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,34,30-39,MARRIED,ACTIVE,700000,97000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,38,30-39,MARRIED,ACTIVE,1000000,97000,80-100,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,41,40-49,MARRIED,ACTIVE,1000000,97000,80-100,0,1,0,0,1
P,Agent,ETRANS,1,Complete,1,F,48,40-49,MARRIED,ACTIVE,1000000,97000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,36,30-39,MARRIED,ACTIVE,1000000,97000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,36,30-39,MARRIED,ACTIVE,1000000,97000,80-100,0,0,1,0,0
P,Agent,ETRANS,0,Complete,1,M,42,40-49,MARRIED,ACTIVE,1000000,97000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,34,30-39,MARRIED,ACTIVE,1150000,97000,80-100,0,0,0,1,1
P,Agent,CREDCARD,0,Complete,1,M,36,30-39,SINGLE,ACTIVE,500000,97000,80-100,0,0,1,0,0
P,Agent,ETRANS,0,Complete,1,M,54,50-59,SINGLE,ACTIVE,550000,97000,80-100,0,1,1,0,0
O,Direct,ETRANS,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,400000,97050,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,56,50-59,MARRIED,ACTIVE,250000,97203,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,59,50-59,MARRIED,ACTIVE,250000,97400,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,39,30-39,MARRIED,ACTIVE,500000,97400,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,1000000,97500,80-100,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,45,40-49,DOMESTIC PARTNER,UNSPEC,250000,97500,80-100,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,1000000,97628,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,57,50-59,MARRIED,ACTIVE,100000,97779,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,40,40-49,MARRIED,ACTIVE,100000,98000,80-100,0,1,0,0,1
P,Agent,CREDCARD,1,Complete,1,M,57,50-59,MARRIED,ACTIVE,110000,98000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,38,30-39,MARRIED,ACTIVE,250000,98000,80-100,0,2,0,0,0
O,Direct,CHECK,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,250000,98000,80-100,1,0,0,0,0
P,Agent,CHECK,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,250000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,57,50-59,MARRIED,ACTIVE,250000,98000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,37,30-39,MARRIED,ACTIVE,250000,98000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,47,40-49,MARRIED,ACTIVE,250000,98000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,250000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,62,60-69,MARRIED,ACTIVE,250000,98000,80-100,0,1,0,0,0
P,Direct,CHECK,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,250000,98000,80-100,1,0,0,0,0
P,Agent,CHECK,0,Complete,1,F,48,40-49,MARRIED,ACTIVE,250000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,300000,98000,80-100,0,1,0,0,0
P,Agent,CHECK,1,Complete,1,F,46,40-49,MARRIED,ACTIVE,500000,98000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,36,30-39,MARRIED,ACTIVE,500000,98000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,500000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,37,30-39,MARRIED,ACTIVE,500000,98000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,46,40-49,MARRIED,ACTIVE,500000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,40,40-49,MARRIED,ACTIVE,500000,98000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,34,30-39,MARRIED,ACTIVE,600000,98000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,37,30-39,MARRIED,ACTIVE,750000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,32,30-39,MARRIED,ACTIVE,750000,98000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,29,0-29,MARRIED,ACTIVE,1000000,98000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,1000000,98000,80-100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,38,30-39,MARRIED,ACTIVE,1000000,98000,80-100,0,0,0,0,1
P,Direct,CREDCARD,1,Complete,1,F,38,30-39,MARRIED,ACTIVE,1000000,98000,80-100,0,0,0,0,1
P,Direct,CREDCARD,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,1000000,98000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,1000000,98000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,52,50-59,MARRIED,ACTIVE,1200000,98000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,1200000,98000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,43,40-49,SINGLE,ACTIVE,1000000,98000,80-100,0,1,0,0,0
O,Direct,ETRANS,0,Complete,1,F,60,60-69,WIDOWED,ACTIVE,100000,98000,80-100,0,4,0,1,0
P,Direct,ETRANS,1,Complete,1,F,54,50-59,MARRIED,ACTIVE,250000,98246,80-100,1,0,0,0,0
P,Agent,ETRANS,0,Complete,1,M,45,40-49,MARRIED,ACTIVE,500000,98309,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,42,40-49,MARRIED,ACTIVE,200000,98500,80-100,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,500000,98500,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,59,50-59,MARRIED,UNSPEC,100000,98600,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,100000,98700,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,46,40-49,MARRIED,ACTIVE,500000,98900,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,44,40-49,MARRIED,ACTIVE,250000,99000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,37,30-39,MARRIED,ACTIVE,300000,99000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,47,40-49,MARRIED,ACTIVE,300000,99000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,350000,99000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,54,50-59,MARRIED,ACTIVE,500000,99000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,44,40-49,MARRIED,ACTIVE,500000,99000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,39,30-39,MARRIED,ACTIVE,1000000,99000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,42,40-49,MARRIED,ACTIVE,2475000,99000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,53,50-59,SINGLE,ACTIVE,300000,99000,80-100,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,M,68,60-69,MARRIED,RETIRED,100000,99500,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,500000,99500,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,46,40-49,MARRIED,ACTIVE,1000000,99900,80-100,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,M,67,60-69,SEPARATED,RETIRED,100000,100000,80-100,0,3,0,0,0
P,Agent,CREDCARD,0,Complete,1,M,60,60-69,DIVORCED,ACTIVE,150000,100000,80-100,0,1,0,0,0
O,Direct,CREDCARD,0,Complete,1,F,43,40-49,DIVORCED,ACTIVE,200000,100000,80-100,0,0,1,0,0
P,Agent,CREDCARD,0,Complete,1,F,40,40-49,DIVORCED,ACTIVE,250000,100000,80-100,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,54,50-59,DIVORCED,ACTIVE,250000,100000,80-100,0,1,0,0,0
O,Direct,CREDCARD,0,Complete,1,M,43,40-49,DIVORCED,ACTIVE,250000,100000,80-100,0,0,0,2,0
P,Agent,CHECK,1,Complete,1,F,58,50-59,DIVORCED,ACTIVE,500000,100000,80-100,0,4,0,0,0
O,Direct,CREDCARD,0,Complete,1,M,41,40-49,DIVORCED,ACTIVE,500000,100000,80-100,0,0,1,0,1
P,Agent,ETRANS,1,Complete,1,F,50,50-59,DIVORCED,ACTIVE,500000,100000,80-100,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,32,30-39,DIVORCED,ACTIVE,700000,100000,80-100,0,0,0,1,0
P,Agent,CREDCARD,0,Complete,1,F,47,40-49,DIVORCED,ACTIVE,750000,100000,80-100,0,0,1,0,0
P,Agent,ETRANS,0,Complete,1,M,57,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,42,40-49,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,70,70-79,MARRIED,RETIRED,100000,100000,80-100,0,3,0,0,1
P,Direct,ETRANS,0,Complete,1,M,69,60-69,MARRIED,UNSPEC,100000,100000,80-100,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,65,60-69,MARRIED,RETIRED,100000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,57,50-59,MARRIED,NOTACTIVE,100000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,45,40-49,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,37,30-39,MARRIED,UNSPEC,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,41,40-49,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,66,60-69,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,35,30-39,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,59,50-59,MARRIED,RETIRED,100000,100000,80-100,0,2,0,0,1
O,Direct,ETRANS,0,Complete,1,M,61,60-69,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,62,60-69,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,44,40-49,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,59,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,39,30-39,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,59,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,2,0,1,1
P,Agent,CREDCARD,1,Complete,1,M,67,60-69,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,56,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,63,60-69,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,59,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,58,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,34,30-39,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,47,40-49,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,42,40-49,MARRIED,HOMEMAKER,100000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,52,50-59,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,100000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,46,40-49,MARRIED,ACTIVE,140000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,45,40-49,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,59,50-59,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,40,40-49,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,54,50-59,MARRIED,UNSPEC,150000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,44,40-49,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,60,60-69,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,59,50-59,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,150000,100000,80-100,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,F,52,50-59,MARRIED,ACTIVE,200000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,70,70-79,MARRIED,ACTIVE,200000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,32,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,27,0-29,MARRIED,UNSPEC,250000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,56,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,49,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,1,0,0,1
P,Direct,ETRANS,1,Complete,1,F,40,40-49,MARRIED,UNSPEC,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,66,60-69,MARRIED,RETIRED,250000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,51,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,1,0,0,1
P,Direct,CREDCARD,1,Complete,1,M,53,50-59,MARRIED,UNSPEC,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,43,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,43,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,1,0
P,Agent,CREDCARD,1,Complete,1,F,60,60-69,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,57,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,60,60-69,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,36,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,1,0,0,0
P,Agent,ETRANS,1,Complete,1,M,43,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,43,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,45,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,M,53,50-59,MARRIED,UNSPEC,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,35,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,M,34,30-39,MARRIED,UNSPEC,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,56,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,58,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,48,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,2,0,0,1
P,Agent,CHECK,0,Complete,1,M,59,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,43,40-49,MARRIED,UNSPEC,250000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,60,60-69,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,46,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,34,30-39,MARRIED,HOMEMAKER,250000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,36,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,CREDCARD,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,57,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,58,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,49,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,55,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,61,60-69,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,49,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,46,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,52,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,2,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,32,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,44,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,61,60-69,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,52,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,29,0-29,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,52,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,57,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,M,47,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,1,0,0
O,Direct,ETRANS,0,Complete,1,F,41,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,43,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,56,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,54,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,45,40-49,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,63,60-69,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,56,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,50,50-59,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,39,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,37,30-39,MARRIED,ACTIVE,250000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,40,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,1,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,54,50-59,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,49,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,0,1,0,1
P,Agent,ETRANS,0,Complete,1,M,47,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,49,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,38,30-39,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,43,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,71,70-79,MARRIED,RETIRED,300000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,53,50-59,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,47,40-49,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,2,1
O,Direct,ETRANS,0,Complete,1,F,37,30-39,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,52,50-59,MARRIED,ACTIVE,300000,100000,80-100,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,300000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,M,53,50-59,MARRIED,ACTIVE,350000,100000,80-100,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,42,40-49,MARRIED,UNSPEC,350000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,53,50-59,MARRIED,ACTIVE,350000,100000,80-100,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,54,50-59,MARRIED,ACTIVE,350000,100000,80-100,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,43,40-49,MARRIED,ACTIVE,400000,100000,80-100,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,54,50-59,MARRIED,ACTIVE,400000,100000,80-100,0,0,0,0,1
